Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Year,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year,Price
Honda,Amaze,V,Sedan,Manual,Petrol,2017,170105,1st,Delhi,No,9,18900.555555555555,768075
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2013,121094,3rd+,West Bengal,No,13,9314.923076923076,367537
Hyundai,Verna,SX(O),Sedan,Manual,Petrol,2023,40128,1st,Uttar Pradesh,No,3,13376.0,541500
Mahindra,Bolero,W8,SUV,Manual,Diesel,2005,158746,3rd+,Delhi,No,21,7559.333333333333,214396
Mahindra,Thar,AX5,SUV,Manual,Diesel,2015,77530,2nd,Maharashtra,No,11,7048.181818181818,804683
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2006,103222,3rd+,Gujarat,No,20,5161.1,279328
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2023,90845,1st,Bihar,No,3,30281.666666666668,347130
Honda,Jazz,S,Sedan,Manual,Petrol,2010,133479,3rd+,Delhi,No,16,8342.4375,193978
Honda,Amaze,E,Sedan,Manual,CNG,2015,146031,2nd,West Bengal,No,11,13275.545454545454,687975
Mahindra,XUV500,W8,SUV,Manual,Petrol,2015,136590,2nd,Karnataka,No,11,12417.272727272728,640332
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Petrol,2015,121041,1st,Delhi,No,11,11003.727272727272,561330
Tata,Tiago,XM,Hatchback,Manual,Petrol,2021,117103,2nd,Telangana,No,5,23420.6,871200
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Diesel,2008,103987,2nd,Delhi,No,18,5777.055555555556,646866
Maruti Suzuki,Swift,V,Sedan,Manual,Petrol,2017,112895,1st,Delhi,No,9,12543.888888888889,384037
Toyota,Urban Cruiser,ZX,SUV,Manual,Diesel,2021,29483,1st,Rajasthan,No,5,5896.6,2154600
BMW,5 Series,M Sport,Luxury,Manual,Diesel,2019,106237,1st,Jharkhand,No,7,15176.714285714286,384037
Honda,City,S,Sedan,Manual,Diesel,2019,26421,1st,Maharashtra,No,7,3774.4285714285716,1170400
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2023,24879,1st,Delhi,No,3,8293.0,1425600
Ford,Endeavour,Titanium,SUV,Automatic,Diesel,2012,145350,3rd+,Rajasthan,No,14,10382.142857142857,644977
Maruti Suzuki,Swift,L,Sedan,Automatic,Petrol,2019,14226,2nd,Gujarat,No,7,2032.2857142857142,951675
Hyundai,i10,Base,Hatchback,Automatic,Petrol,2012,122445,3rd+,Telangana,No,14,8746.07142857143,636384
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Petrol,2019,147077,1st,Telangana,No,7,21011.0,848925
Toyota,Glanza,V,Hatchback,Manual,CNG,2019,59760,1st,Delhi,No,7,8537.142857142857,890967
Mahindra,Scorpio,AX3,SUV,Manual,Petrol,2021,101588,1st,Karnataka,No,5,20317.6,1039500
Nissan,Magnite,XV Premium (O),SUV,Manual,Petrol,2020,93217,1st,Tamil Nadu,No,6,15536.166666666666,1306305
Maruti Suzuki,Ertiga,Z,MPV,Manual,Petrol,2016,62443,2nd,Maharashtra,No,10,6244.3,309493
Hyundai,Venue,Era,SUV,Manual,Petrol,2020,127298,1st,Punjab,No,6,21216.333333333332,598500
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2023,88894,1st,Karnataka,Yes,3,29631.333333333332,1277994
Hyundai,i20,Base,Hatchback,Manual,Petrol,2012,128585,3rd+,Maharashtra,No,14,9184.642857142857,170156
Ford,Endeavour,Trend,SUV,Automatic,Petrol,2016,106803,1st,Maharashtra,No,10,10680.3,600311
Maruti Suzuki,Swift,Base,Sedan,Manual,CNG,2018,156038,1st,Gujarat,No,8,19504.75,625432
Maruti Suzuki,WagonR,Z,Hatchback,Automatic,Petrol,2022,170346,1st,Delhi,No,4,42586.5,571725
Hyundai,Venue,Asta,SUV,Manual,Petrol,2021,115673,2nd,Delhi,No,5,23134.6,609840
Toyota,Innova,VX,MPV,Manual,Diesel,2017,79869,1st,Delhi,No,9,8874.333333333334,1272810
Nissan,Micra,XV Premium (O),Hatchback,Manual,Electric,2019,99451,1st,Bihar,No,7,14207.285714285714,509124
Maruti Suzuki,Alto,Z,Hatchback,Manual,Hybrid,2021,153844,1st,Tamil Nadu,No,5,30768.8,909562
Hyundai,Aura,Asta,Sedan,Manual,Diesel,2020,155141,1st,Uttar Pradesh,No,6,25856.833333333332,1083000
Hyundai,Aura,SX,Sedan,Manual,Diesel,2020,123068,2nd,Telangana,No,6,20511.333333333332,620730
Honda,WR-V,S,SUV,Manual,Petrol,2022,83859,1st,Delhi,No,4,20964.75,401940
Hyundai,Aura,Base,Sedan,Manual,Petrol,2021,27017,1st,Uttar Pradesh,No,5,5403.4,1624500
Hyundai,i10,Magna,Hatchback,Manual,Petrol,2011,37202,2nd,Tamil Nadu,No,15,2480.133333333333,851840
Maruti Suzuki,Dzire,Base,Sedan,Manual,Petrol,2023,10513,1st,Rajasthan,No,3,3504.3333333333335,1714750
Hyundai,Grand i10,Era,Hatchback,Manual,Petrol,2018,116417,2nd,Tamil Nadu,No,8,14552.125,609840
Skoda,Kushaq,Style,SUV,Manual,Petrol,2021,126876,2nd,West Bengal,No,5,25375.2,1524600
Honda,WR-V,ZX,SUV,Automatic,Petrol,2019,10334,2nd,Karnataka,No,7,1476.2857142857142,760714
Honda,Jazz,V,Sedan,Manual,Petrol,2014,116010,2nd,Telangana,No,12,9667.5,227601
Maruti Suzuki,Ertiga,Base,MPV,Manual,CNG,2013,29623,1st,Rajasthan,No,13,2278.6923076923076,645287
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2022,166582,2nd,Maharashtra,No,4,41645.5,1097712
Toyota,Etios,G,Sedan,Manual,Diesel,2019,121595,1st,Karnataka,No,7,17370.714285714286,658350
Hyundai,i20,Sportz,Hatchback,Manual,Petrol,2010,140442,2nd,West Bengal,No,16,8777.625,718740
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Petrol,2015,164139,1st,Delhi,No,11,14921.727272727272,173250
Volkswagen,Polo,Highline+,Hatchback,Manual,Petrol,2022,165802,1st,Delhi,No,4,41450.5,1485000
Hyundai,i10,Magna,Hatchback,Manual,Diesel,2009,107085,3rd+,Karnataka,No,17,6299.117647058823,136125
Honda,Jazz,V,Sedan,Manual,CNG,2012,18314,2nd,Tamil Nadu,No,14,1308.142857142857,960982
Maruti Suzuki,Dzire,ZX,Sedan,Automatic,Petrol,2019,22228,1st,Uttar Pradesh,No,7,3175.4285714285716,675467
Nissan,Terrano,XL,SUV,Automatic,Petrol,2019,42566,1st,Telangana,No,7,6080.857142857143,1778700
Toyota,Innova,V,MPV,Manual,Petrol,2023,159002,1st,West Bengal,No,3,53000.666666666664,1402500
Maruti Suzuki,Dzire,V,Sedan,Manual,Petrol,2022,112848,1st,Gujarat,No,4,28212.0,1018875
Ford,Figo,Ambiente,Sedan,Manual,Diesel,2017,146885,1st,Maharashtra,No,9,16320.555555555555,768075
MG,ZS EV,Sharp,Luxury,Automatic,Petrol,2023,35653,1st,Telangana,No,3,11884.333333333334,2395800
Hyundai,i10,SX,Hatchback,Manual,Petrol,2010,15745,1st,Gujarat,No,16,984.0625,544500
Honda,Jazz,V,Sedan,Manual,Petrol,2014,31143,2nd,Maharashtra,No,12,2595.25,708092
Nissan,Micra,XV Premium,Hatchback,Manual,Diesel,2011,103791,3rd+,Tamil Nadu,No,15,6919.4,442406
Maruti Suzuki,Swift,Base,Sedan,Manual,Diesel,2005,132017,2nd,Gujarat,No,21,6286.523809523809,303468
Maruti Suzuki,Celerio,Base,Hatchback,Automatic,Petrol,2018,70764,2nd,Karnataka,No,8,8845.5,1102387
Hyundai,i20,SX,Hatchback,Manual,CNG,2016,160518,1st,Delhi,No,10,16051.8,1042387
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Hybrid,2021,33360,1st,Madhya Pradesh,No,5,6672.0,1400490
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2008,47913,2nd,Odisha,No,18,2661.8333333333335,459800
Skoda,Octavia,Style,Sedan,Manual,Petrol,2013,101248,3rd+,Delhi,No,13,7788.307692307692,452615
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2017,97096,1st,Telangana,Yes,9,10788.444444444445,774254
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2023,26955,1st,Maharashtra,No,3,8985.0,1963500
Maruti Suzuki,Dzire,L,Sedan,Manual,Petrol,2022,96873,1st,Gujarat,No,4,24218.25,1309176
Hyundai,i10,Base,Hatchback,Manual,Diesel,2011,84044,3rd+,Delhi,No,15,5602.933333333333,671096
Hyundai,Venue,Base,SUV,Manual,Petrol,2023,77022,2nd,Delhi,No,3,25674.0,707414
Mahindra,TUV300,W11,SUV,Manual,Petrol,2017,43973,1st,Punjab,No,9,4885.888888888889,977549
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2019,113377,2nd,Gujarat,No,7,16196.714285714286,146361
Toyota,Glanza,V,Hatchback,Manual,Petrol,2022,35338,1st,Maharashtra,No,4,8834.5,990000
Mahindra,Thar,W4,SUV,Manual,Petrol,2015,149749,1st,West Bengal,No,11,13613.545454545454,1030837
Tata,Tiago,XZA+,Hatchback,Manual,Diesel,2019,169789,1st,Karnataka,No,7,24255.571428571428,231000
Toyota,Urban Cruiser,G,SUV,Manual,Petrol,2020,160481,2nd,Uttar Pradesh,No,6,26746.833333333332,1053360
Ford,Endeavour,Ambiente,SUV,Manual,Petrol,2017,72244,1st,Delhi,No,9,8027.111111111111,844074
Tata,Nexon,XZ,SUV,Automatic,Diesel,2022,153881,1st,West Bengal,No,4,38470.25,1334025
Hyundai,i10,Asta,Hatchback,Manual,Petrol,2009,105701,2nd,Odisha,Yes,17,6217.705882352941,263367
Maruti Suzuki,Swift,V,Sedan,Manual,CNG,2021,49337,2nd,Maharashtra,No,5,9867.4,524172
Toyota,Etios,VX,Sedan,Manual,Petrol,2015,125484,2nd,Bihar,No,11,11407.636363636364,208477
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2019,20810,2nd,Maharashtra,Yes,7,2972.8571428571427,320926
Maruti Suzuki,Ignis,V,Hatchback,Automatic,Petrol,2021,83897,1st,North East,No,5,16779.4,1545555
Volkswagen,Taigun,GT,SUV,Manual,Petrol,2022,118987,1st,Rajasthan,No,4,29746.75,1047375
Hyundai,Venue,SX(O),SUV,Manual,Petrol,2022,98878,1st,Andhra Pradesh,No,4,24719.5,781042
Hyundai,Creta,Sportz,SUV,Manual,Petrol,2022,44195,1st,Maharashtra,Yes,4,11048.75,1068600
Maruti Suzuki,S-Presso,V,Hatchback,Automatic,Petrol,2019,74662,2nd,Telangana,Yes,7,10666.0,251002
Toyota,Glanza,ZX,Hatchback,Manual,Petrol,2022,158132,1st,Kerala,No,4,39533.0,1077300
Maruti Suzuki,Dzire,ZX,Sedan,Automatic,Petrol,2016,31292,2nd,Jharkhand,No,10,3129.2,924639
Ford,Endeavour,Titanium+,SUV,Manual,Petrol,2007,89322,3rd+,Jharkhand,No,19,4701.1578947368425,465371
Ford,Figo,Trend,Sedan,Manual,Petrol,2010,76390,1st,Maharashtra,No,16,4774.375,150009
Nissan,Micra,XV,Hatchback,Manual,Petrol,2010,134487,2nd,Delhi,No,16,8405.4375,119790
Volkswagen,Taigun,GT,SUV,Manual,Diesel,2023,67314,1st,Delhi,No,3,22438.0,1507275
Hyundai,Creta,Magna,SUV,Manual,Diesel,2020,179928,1st,Tamil Nadu,No,6,29988.0,519750
Maruti Suzuki,Dzire,Z,Sedan,Manual,CNG,2009,79236,1st,Rajasthan,No,17,4660.941176470588,603073
Maruti Suzuki,Dzire,Z,Sedan,Manual,Petrol,2011,74467,2nd,Odisha,No,15,4964.466666666666,478831
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Petrol,2018,121086,1st,Telangana,No,8,15135.75,635250
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Diesel,2015,127581,1st,Karnataka,No,11,11598.272727272728,404250
Honda,Amaze,V,Sedan,Manual,Petrol,2015,40303,2nd,Telangana,No,11,3663.909090909091,1287440
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Diesel,2019,24319,1st,Kerala,No,7,3474.1428571428573,574560
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2021,121701,1st,Karnataka,No,5,24340.2,237600
Renault,Kiger,RXT,SUV,Manual,Diesel,2023,24051,1st,Bihar,No,3,8017.0,1496250
Honda,City,S,Sedan,Manual,Petrol,2010,167602,2nd,Karnataka,No,16,10475.125,265534
Maruti Suzuki,WagonR,L,Hatchback,Manual,Petrol,2000,26412,1st,Maharashtra,No,26,1015.8461538461538,1045440
Honda,WR-V,V,SUV,Automatic,CNG,2020,23067,1st,Telangana,No,6,3844.5,1206975
Volkswagen,Ameo,Highline+,Sedan,Manual,Petrol,2017,132037,1st,Jharkhand,No,9,14670.777777777777,947625
Honda,Amaze,E,Sedan,Automatic,Petrol,2013,122949,2nd,Telangana,No,13,9457.615384615385,125180
Hyundai,Verna,Asta,Sedan,Manual,Diesel,2010,94463,2nd,Karnataka,No,16,5903.9375,396025
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2023,71964,1st,Tamil Nadu,No,3,23988.0,1745568
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Petrol,2020,154575,2nd,Rajasthan,No,6,25762.5,815100
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2020,86897,1st,Bihar,No,6,14482.833333333334,1735650
Maruti Suzuki,Celerio,V,Hatchback,Manual,Diesel,2018,14619,2nd,Tamil Nadu,No,8,1827.375,1287440
Hyundai,i10,Asta,Hatchback,Manual,CNG,2008,47367,1st,Maharashtra,No,18,2631.5,977075
Maruti Suzuki,Alto,Z,Hatchback,Manual,Diesel,2008,84759,2nd,Rajasthan,No,18,4708.833333333333,798051
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2007,78615,2nd,Delhi,Yes,19,4137.631578947368,389205
Maruti Suzuki,WagonR,L,Hatchback,Automatic,Diesel,2020,136057,2nd,Delhi,No,6,22676.166666666668,383328
Toyota,Urban Cruiser,ZX,SUV,Automatic,Electric,2021,18326,1st,Delhi,No,5,3665.2,1660289
Hyundai,Verna,Asta,Sedan,Manual,Petrol,2009,46332,2nd,Maharashtra,No,17,2725.4117647058824,252890
Honda,City,S,Sedan,Manual,CNG,2022,62248,1st,Maharashtra,Yes,4,15562.0,459452
Maruti Suzuki,Alto,Z,Hatchback,Manual,CNG,2004,145782,3rd+,Karnataka,No,22,6626.454545454545,271569
Maruti Suzuki,Dzire,L,Sedan,Manual,Diesel,2009,162041,2nd,Karnataka,No,17,9531.823529411764,109248
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Electric,2017,114515,1st,Tamil Nadu,No,9,12723.888888888889,1372140
Hyundai,Venue,SX(O),SUV,Manual,Petrol,2022,109984,1st,Tamil Nadu,No,4,27496.0,693000
Maruti Suzuki,Alto,Base,Hatchback,Automatic,Diesel,2021,92381,2nd,Maharashtra,No,5,18476.2,1482201
Jaguar,F-Pace,Pure,Luxury,Manual,CNG,2018,112251,1st,Karnataka,Yes,8,14031.375,234493
Hyundai,Verna,Base,Sedan,Manual,Petrol,2022,85889,2nd,Tamil Nadu,No,4,21472.25,1200078
Hyundai,Creta,SX,SUV,Manual,Hybrid,2022,118462,2nd,Tamil Nadu,No,4,29615.5,240124
Mahindra,Thar,W8,SUV,Manual,Petrol,2011,57093,1st,Telangana,No,15,3806.2,939534
Toyota,Innova,G+,MPV,Manual,Petrol,2014,145142,3rd+,Delhi,No,12,12095.166666666666,578531
Honda,Jazz,V,Sedan,Manual,Petrol,2015,163674,1st,Karnataka,No,11,14879.454545454546,384037
Honda,Brio,V,Hatchback,Manual,Petrol,2017,110808,2nd,Madhya Pradesh,No,9,12312.0,395009
Toyota,Innova,V,MPV,Manual,Diesel,2013,95145,3rd+,Delhi,No,13,7318.846153846154,513191
Volkswagen,Taigun,GT,SUV,Manual,Diesel,2023,51160,1st,Maharashtra,No,3,17053.333333333332,1205820
Volkswagen,Taigun,Highline,SUV,Manual,Petrol,2023,164366,1st,Rajasthan,No,3,54788.666666666664,1421437
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Petrol,2023,60533,2nd,Maharashtra,No,3,20177.666666666668,1600104
Range Rover,Velar,SE,Luxury,Manual,Petrol,2018,84381,2nd,Maharashtra,No,8,10547.625,713309
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,CNG,2023,13903,1st,Tamil Nadu,Yes,3,4634.333333333333,804732
Volkswagen,Vento,Highline+,Sedan,Manual,Diesel,2022,102185,2nd,Punjab,No,4,25546.25,1131735
Honda,Amaze,E,Sedan,Automatic,Diesel,2015,18592,1st,Gujarat,No,11,1690.1818181818182,1609300
Kia,Carens,GTX+,MPV,Manual,CNG,2023,118070,2nd,Maharashtra,No,3,39356.666666666664,1379400
Toyota,Fortuner,VX,SUV,Manual,Petrol,2016,30944,2nd,Tamil Nadu,No,10,3094.4,284592
Hyundai,i20,SX,Hatchback,Manual,Petrol,2014,97866,3rd+,Maharashtra,No,12,8155.5,434238
Tata,Tiago,XZA,Hatchback,Manual,Petrol,2022,64475,1st,Maharashtra,No,4,16118.75,1626900
Mahindra,Scorpio,AX7,SUV,Manual,Petrol,2012,105527,2nd,Rajasthan,No,14,7537.642857142857,398301
Maruti Suzuki,Ertiga,Base,MPV,Manual,Diesel,2014,17215,1st,Tamil Nadu,No,12,1434.5833333333333,665500
Mahindra,Scorpio,W6,SUV,Manual,Petrol,2007,85733,2nd,Madhya Pradesh,No,19,4512.263157894737,420027
Kia,Seltos,HTE,SUV,Manual,Petrol,2019,98670,1st,Tamil Nadu,No,7,14095.714285714286,1125432
Hyundai,Venue,Era,SUV,Manual,Petrol,2019,171135,2nd,Delhi,No,7,24447.85714285714,640332
Hyundai,i10,Sportz,Hatchback,Manual,Diesel,2009,156354,3rd+,Himachal Pradesh,No,17,9197.29411764706,176343
Maruti Suzuki,Celerio,V,Hatchback,Manual,Diesel,2020,78790,2nd,Delhi,No,6,13131.666666666666,1431672
Volkswagen,Polo,Trendline,Hatchback,Manual,Petrol,2021,163389,1st,Karnataka,No,5,32677.8,1237500
Honda,Jazz,VX,Sedan,Manual,Diesel,2016,83345,2nd,West Bengal,No,10,8334.5,448029
Hyundai,Creta,Base,SUV,Automatic,Diesel,2023,145364,1st,Delhi,No,3,48454.666666666664,1524600
Hyundai,Creta,Sportz,SUV,Manual,CNG,2019,174931,1st,West Bengal,No,7,24990.14285714286,979295
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Petrol,2023,74656,2nd,Gujarat,No,3,24885.333333333332,1431672
Honda,WR-V,E,SUV,Manual,Petrol,2022,77708,2nd,West Bengal,No,4,19427.0,530560
Maruti Suzuki,Alto,Base,Hatchback,Manual,Petrol,2011,45111,1st,Uttar Pradesh,No,15,3007.4,627000
Audi,A4,Premium,Sedan,Manual,Petrol,2019,163383,1st,Haryana,No,7,23340.428571428572,805481
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2012,40880,1st,Punjab,Yes,14,2920.0,190553
Toyota,Fortuner,ZX,SUV,Automatic,Petrol,2021,155519,1st,Delhi,No,5,31103.8,1234926
Maruti Suzuki,Ertiga,L,MPV,Manual,Diesel,2015,48588,2nd,West Bengal,No,11,4417.090909090909,845644
Mahindra,Scorpio,W4,SUV,Automatic,Diesel,2004,154807,3rd+,Madhya Pradesh,No,22,7036.681818181818,611031
Hyundai,Creta,Base,SUV,Manual,Petrol,2019,141565,1st,Karnataka,No,7,20223.571428571428,1091475
Hyundai,Venue,Magna,SUV,Manual,Diesel,2019,126501,2nd,Maharashtra,No,7,18071.571428571428,800415
Toyota,Etios,VX,Sedan,Manual,Petrol,2017,30662,1st,Karnataka,No,9,3406.8888888888887,1170400
Maruti Suzuki,Baleno,Z,Hatchback,Manual,CNG,2022,175536,2nd,Gujarat,No,4,43884.0,1303533
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2001,164521,3rd+,Gujarat,No,25,6580.84,653400
Renault,Kiger,RXE,SUV,Manual,Hybrid,2021,40958,1st,Delhi,No,5,8191.6,1819125
Maruti Suzuki,Alto,Z,Hatchback,Manual,Petrol,2017,168104,1st,Maharashtra,No,9,18678.222222222223,1152112
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2012,53089,2nd,West Bengal,No,14,3792.0714285714284,370550
Maruti Suzuki,Dzire,L,Sedan,Manual,Diesel,2020,172387,2nd,Tamil Nadu,No,6,28731.166666666668,463478
Maruti Suzuki,Alto,Z,Hatchback,Automatic,Petrol,2001,123682,2nd,West Bengal,No,25,4947.28,784025
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2020,136932,1st,West Bengal,No,6,22822.0,445500
Mahindra,Bolero,W4,SUV,Manual,Petrol,2002,158992,2nd,Tamil Nadu,No,24,6624.666666666667,754677
Honda,City,VX,Sedan,Automatic,Petrol,2014,147579,3rd+,Rajasthan,No,12,12298.25,429984
Maruti Suzuki,Baleno,Z,Hatchback,Manual,CNG,2017,32513,1st,West Bengal,Yes,9,3612.5555555555557,842312
Maruti Suzuki,WagonR,V,Hatchback,Manual,Hybrid,2017,75519,1st,Rajasthan,No,9,8391.0,1093459
Toyota,Etios,E,Sedan,Manual,Petrol,2017,125000,2nd,Kerala,No,9,13888.888888888889,625432
Honda,WR-V,S,SUV,Manual,Petrol,2020,157775,1st,Uttar Pradesh,No,6,26295.833333333332,822937
Toyota,Fortuner,G+,SUV,Manual,Diesel,2019,41772,2nd,Maharashtra,No,7,5967.428571428572,213444
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2016,15832,2nd,Punjab,No,10,1583.2,409639
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2021,143865,2nd,Maharashtra,No,5,28773.0,381150
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Diesel,2020,15672,1st,Kerala,No,6,2612.0,1805000
Tata,Tigor,XZA+,Sedan,Manual,Hybrid,2018,108831,1st,Maharashtra,No,8,13603.875,691267
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Diesel,2023,158220,2nd,Tamil Nadu,No,3,52740.0,1089000
Maruti Suzuki,Baleno,V,Hatchback,Manual,Diesel,2017,138068,2nd,Karnataka,No,9,15340.888888888889,660660
Maruti Suzuki,Ertiga,L,MPV,Manual,Diesel,2022,155661,2nd,Karnataka,No,4,38915.25,836352
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Petrol,2023,112007,2nd,Telangana,No,3,37335.666666666664,943800
Hyundai,Verna,Era,Sedan,Manual,Petrol,2012,48573,2nd,Delhi,No,14,3469.5,859826
Maruti Suzuki,Swift,Base,Sedan,Manual,Electric,2020,156552,1st,Delhi,No,6,26092.0,1293187
Jaguar,XF,R-Dynamic,Sedan,Manual,Petrol,2012,78840,2nd,West Bengal,No,14,5631.428571428572,792051
Ford,Endeavour,Titanium,SUV,Manual,Petrol,2016,19921,2nd,West Bengal,Yes,10,1992.1,434804
Maruti Suzuki,Swift,V,Sedan,Automatic,Petrol,2015,53145,1st,Tamil Nadu,No,11,4831.363636363636,420027
Hyundai,i10,Era,Hatchback,Manual,Diesel,2013,155909,2nd,West Bengal,No,13,11993.0,479160
Maruti Suzuki,WagonR,L,Hatchback,Manual,Petrol,2022,46735,1st,Karnataka,No,4,11683.75,1478400
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2005,169191,2nd,Gujarat,No,21,8056.714285714285,778395
Maruti Suzuki,Alto,Base,Hatchback,Manual,Petrol,2008,163776,3rd+,Kerala,No,18,9098.666666666666,235125
Nissan,Sunny,XE,Sedan,Manual,Petrol,2019,50274,2nd,Delhi,No,7,7182.0,952061
Volkswagen,Polo,Comfortline,Hatchback,Manual,Petrol,2014,97839,2nd,Gujarat,No,12,8153.25,370550
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Diesel,2022,31635,1st,Maharashtra,No,4,7908.75,440000
Nissan,Magnite,XL,SUV,Manual,CNG,2020,121756,1st,West Bengal,No,6,20292.666666666668,1398993
Hyundai,Verna,Magna,Sedan,Automatic,Petrol,2015,90085,2nd,Rajasthan,No,11,8189.545454545455,532034
Honda,Amaze,VX,Sedan,Manual,Petrol,2023,59509,2nd,Bihar,No,3,19836.333333333332,1381908
Maruti Suzuki,S-Presso,L,Hatchback,Manual,CNG,2019,179416,2nd,Uttar Pradesh,No,7,25630.85714285714,720498
Mahindra,Scorpio,W8,SUV,Manual,Petrol,2017,13125,1st,Kerala,No,9,1458.3333333333333,209475
Hyundai,Grand i10,Asta,Hatchback,Manual,Petrol,2023,102148,1st,Karnataka,No,3,34049.333333333336,412500
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Electric,2020,79912,2nd,West Bengal,No,6,13318.666666666666,2000972
Maruti Suzuki,Celerio,Z,Hatchback,Automatic,Petrol,2014,42009,1st,Delhi,No,12,3500.75,628897
Hyundai,i10,Base,Hatchback,Manual,Diesel,2009,15389,1st,Andhra Pradesh,No,17,905.2352941176471,470250
Hyundai,Creta,Asta,SUV,Manual,Petrol,2022,62021,1st,Gujarat,No,4,15505.25,1607760
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Diesel,2020,62672,2nd,Telangana,No,6,10445.333333333334,421080
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Diesel,2016,92495,1st,Maharashtra,No,10,9249.5,844074
Hyundai,Aura,Era,Sedan,Manual,Diesel,2020,148140,2nd,Maharashtra,No,6,24690.0,689700
Maruti Suzuki,Alto,Z,Hatchback,Manual,Petrol,2003,64694,1st,Tamil Nadu,No,23,2812.782608695652,718467
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2020,19965,1st,Maharashtra,No,6,3327.5,1320000
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Petrol,2020,83742,1st,Uttar Pradesh,No,6,13957.0,495900
Honda,WR-V,S,SUV,Manual,Petrol,2018,141697,2nd,Gujarat,No,8,17712.125,160083
Tata,Tigor,XZA,Sedan,Manual,CNG,2018,173255,1st,Telangana,No,8,21656.875,677551
Volkswagen,Polo,Highline+,Hatchback,Automatic,Diesel,2014,35097,2nd,Maharashtra,No,12,2924.75,234256
Maruti Suzuki,Ignis,Z,Hatchback,Automatic,Diesel,2020,175260,1st,West Bengal,No,6,29210.0,1143450
Maruti Suzuki,Dzire,L,Sedan,Automatic,Petrol,2009,60160,2nd,Delhi,No,17,3538.823529411765,836406
Renault,Triber,RXE,MPV,Manual,Petrol,2022,116198,2nd,Gujarat,No,4,29049.5,943800
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Electric,2017,161478,1st,Maharashtra,No,9,17942.0,1079925
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Diesel,2020,110911,1st,Maharashtra,No,6,18485.166666666668,606375
Ford,Aspire,Titanium,Sedan,Manual,Petrol,2019,28090,2nd,Delhi,No,7,4012.8571428571427,772464
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Petrol,2013,142044,2nd,Telangana,No,13,10926.461538461539,737427
Skoda,Kushaq,L&K,SUV,Manual,Petrol,2021,31171,1st,West Bengal,No,5,6234.2,1617000
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2018,146264,1st,Maharashtra,No,8,18283.0,924000
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Hybrid,2021,88523,2nd,Delhi,No,5,17704.6,955009
Maruti Suzuki,Dzire,L,Sedan,Manual,Diesel,2009,134496,3rd+,Tamil Nadu,No,17,7911.529411764706,186219
