Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year
Toyota,Innova,G,MPV,0,Diesel,134903,2,Karnataka,1,17,7935.470588235294
Mahindra,Bolero,W8(O),SUV,1,Petrol,161706,2,Delhi,0,21,7700.285714285715
Honda,Jazz,ZX,Sedan,0,Petrol,76224,2,Delhi,0,11,6929.454545454545
Toyota,Glanza,VX,Hatchback,0,Diesel,36409,1,Maharashtra,0,4,9102.25
Hyundai,Grand i10,Asta,Hatchback,0,Petrol,92102,1,Delhi,0,7,13157.42857142857
Maruti Suzuki,Dzire,Base,Sedan,1,Petrol,130122,2,Delhi,1,4,32530.5
Honda,WR-V,E,SUV,0,Diesel,155786,1,Kerala,0,5,31157.2
Toyota,Fortuner,G+,SUV,0,Diesel,22223,2,Maharashtra,0,15,1481.5333333333333
Tata,Tiago,XM,Hatchback,0,Petrol,112874,1,Kerala,0,10,11287.4
Hyundai,Verna,Base,Sedan,0,Petrol,91502,1,Telangana,0,11,8318.363636363636
Kia,Sonet,HTX,SUV,1,Diesel,51487,2,Maharashtra,0,3,17162.333333333332
Maruti Suzuki,Baleno,Base,Hatchback,1,Petrol,143924,1,Delhi,0,7,20560.571428571428
Tata,Harrier,XZA,SUV,1,Petrol,84753,1,Assam,0,6,14125.5
Volkswagen,Polo,Highline+,Hatchback,0,Petrol,111997,2,Karnataka,0,8,13999.625
Maruti Suzuki,Swift,Z,Sedan,0,Petrol,79904,1,Gujarat,0,21,3804.9523809523807
Maruti Suzuki,Ignis,L,Hatchback,0,Diesel,122493,1,Andhra Pradesh,0,7,17499.0
Maruti Suzuki,WagonR,Base,Hatchback,0,CNG,41556,1,Karnataka,0,5,8311.2
Maruti Suzuki,Celerio,Base,Hatchback,0,Diesel,166350,2,Telangana,0,12,13862.5
Tata,Nexon,XE,SUV,0,Petrol,42354,2,Karnataka,0,9,4706.0
Hyundai,i10,Era,Hatchback,0,Petrol,58119,2,West Bengal,0,16,3632.4375
Maruti Suzuki,Alto,L,Hatchback,0,Petrol,119238,2,Telangana,1,22,5419.909090909091
Mahindra,TUV300,W4,SUV,0,Petrol,47746,2,Delhi,0,10,4774.6
Honda,Jazz,V,Sedan,0,Diesel,79207,1,Tamil Nadu,0,10,7920.7
Maruti Suzuki,WagonR,V,Hatchback,0,Diesel,143556,1,Delhi,0,11,13050.545454545454
Hyundai,Creta,Magna,SUV,0,Diesel,59568,1,Maharashtra,1,9,6618.666666666667
Honda,City,E,Sedan,1,Petrol,81804,2,Maharashtra,0,15,5453.6
Maruti Suzuki,Ignis,L,Hatchback,1,Diesel,100863,1,Karnataka,0,5,20172.6
Maruti Suzuki,Alto,V,Hatchback,0,Diesel,44898,1,Rajasthan,0,5,8979.6
Maruti Suzuki,Swift,ZX,Sedan,0,CNG,29670,2,Telangana,0,18,1648.3333333333333
Maruti Suzuki,Swift,V,Sedan,0,Diesel,97751,2,Tamil Nadu,0,18,5430.611111111111
Maruti Suzuki,Baleno,ZX,Hatchback,0,Diesel,34557,1,Tamil Nadu,1,8,4319.625
Hyundai,i20,SX,Hatchback,0,Diesel,176110,1,West Bengal,0,11,16010.0
Mahindra,Scorpio,W8,SUV,0,CNG,31800,2,Tamil Nadu,0,21,1514.2857142857142
Hyundai,Verna,Magna,Sedan,0,Petrol,176457,1,Gujarat,0,3,58819.0
Honda,Jazz,E,Sedan,0,Petrol,168020,2,Maharashtra,0,11,15274.545454545454
Ford,EcoSport,Sports,SUV,1,Diesel,79423,1,Rajasthan,1,9,8824.777777777777
Audi,A4,Technology,Sedan,0,Petrol,76712,1,Goa,0,5,15342.4
Maruti Suzuki,Baleno,Z,Hatchback,0,CNG,106144,2,Maharashtra,0,10,10614.4
Maruti Suzuki,Ignis,Z,Hatchback,0,Petrol,135958,2,Maharashtra,0,9,15106.444444444445
Tata,Tigor,XT,Sedan,0,Petrol,76260,1,Maharashtra,0,4,19065.0
Toyota,Fortuner,VX,SUV,1,Petrol,155744,1,Karnataka,0,11,14158.545454545454
Maruti Suzuki,Baleno,ZX,Hatchback,0,Diesel,113877,1,Delhi,0,8,14234.625
Honda,Jazz,E,Sedan,0,Petrol,165681,1,Maharashtra,0,10,16568.1
Toyota,Fortuner,E,SUV,1,Diesel,111391,1,Maharashtra,0,5,22278.2
Hyundai,i20,Base,Hatchback,0,Diesel,131957,2,Maharashtra,0,13,10150.538461538461
Ford,Endeavour,Trend,SUV,0,Diesel,120305,1,Karnataka,0,5,24061.0
Maruti Suzuki,WagonR,V,Hatchback,0,Petrol,57499,1,Karnataka,0,15,3833.266666666667
Tata,Tigor,XZA+,Sedan,1,Diesel,25992,1,Tamil Nadu,0,7,3713.1428571428573
Maruti Suzuki,Dzire,L,Sedan,0,Diesel,139200,1,Delhi,0,10,13920.0
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,33831,2,Andhra Pradesh,0,14,2416.5
Maruti Suzuki,Ignis,L,Hatchback,0,Petrol,110675,1,Tamil Nadu,0,5,22135.0
Mahindra,TUV300,AX7,SUV,0,Petrol,55571,1,Delhi,0,8,6946.375
Maruti Suzuki,Swift,Z,Sedan,0,CNG,18055,1,Gujarat,0,6,3009.1666666666665
Maruti Suzuki,S-Presso,L,Hatchback,0,Petrol,90414,2,Delhi,0,6,15069.0
Mahindra,XUV500,AX3,SUV,0,Petrol,62213,1,Karnataka,0,15,4147.533333333334
Renault,Duster,RXT,SUV,0,Petrol,64394,2,West Bengal,1,13,4953.384615384615
Hyundai,i20,Base,Hatchback,0,Diesel,100713,1,West Bengal,0,11,9155.727272727272
Hyundai,i10,SX,Hatchback,0,Diesel,144038,3,Kerala,0,17,8472.823529411764
Mahindra,Scorpio,AX7,SUV,0,Diesel,140429,1,Delhi,0,7,20061.285714285714
Maruti Suzuki,Baleno,L,Hatchback,1,Petrol,13580,1,Gujarat,0,11,1234.5454545454545
Mahindra,XUV500,W10,SUV,0,Petrol,15103,1,Delhi,0,6,2517.1666666666665
Chevrolet,Sail,Base,Sedan,0,CNG,53765,2,Delhi,0,10,5376.5
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,48843,1,Kerala,0,8,6105.375
Maruti Suzuki,Swift,V,Sedan,1,Petrol,153721,2,Maharashtra,0,10,15372.1
Maruti Suzuki,Baleno,ZX,Hatchback,1,Petrol,32440,1,Karnataka,0,4,8110.0
Honda,Jazz,S,Sedan,0,Diesel,32718,1,Delhi,0,11,2974.3636363636365
Tata,Tiago,XZ,Hatchback,0,Petrol,36618,1,Delhi,0,5,7323.6
Toyota,Fortuner,VX,SUV,0,CNG,45326,1,Maharashtra,0,10,4532.6
Hyundai,Creta,SX,SUV,0,Diesel,26382,1,Gujarat,0,3,8794.0
Maruti Suzuki,Dzire,L,Sedan,0,Diesel,128066,3,West Bengal,0,15,8537.733333333334
Tata,Altroz,XT,Hatchback,0,Diesel,97947,2,Gujarat,0,3,32649.0
Tata,Altroz,XM,Hatchback,0,Petrol,175766,2,Rajasthan,1,6,29294.333333333332
Maruti Suzuki,Ignis,ZX,Hatchback,0,Petrol,26498,1,Karnataka,0,9,2944.222222222222
Maruti Suzuki,Alto,L,Hatchback,1,Diesel,23462,2,Maharashtra,0,7,3351.714285714286
Hyundai,Creta,Sportz,SUV,0,Electric,62068,1,Delhi,0,7,8866.857142857143
Tata,Nexon,XZA,SUV,0,CNG,105455,1,Delhi,0,9,11717.222222222223
Maruti Suzuki,Baleno,Base,Hatchback,0,Petrol,17610,1,Karnataka,0,11,1600.909090909091
Tata,Nexon,XZA+,SUV,0,Electric,81762,2,Maharashtra,0,6,13627.0
Mahindra,Bolero,W8,SUV,0,Petrol,50399,1,Maharashtra,0,20,2519.95
Maruti Suzuki,Ertiga,Base,MPV,0,Petrol,107527,1,Delhi,0,7,15361.0
Maruti Suzuki,Ertiga,ZX,MPV,1,Diesel,90304,3,West Bengal,0,14,6450.285714285715
Hyundai,Grand i10,Asta,Hatchback,0,Hybrid,19484,1,Delhi,0,5,3896.8
Toyota,Fortuner,E,SUV,0,Petrol,46491,1,Gujarat,0,7,6641.571428571428
Maruti Suzuki,Baleno,Z,Hatchback,0,Diesel,170942,1,Punjab,0,10,17094.2
Maruti Suzuki,Baleno,ZX,Hatchback,0,Petrol,55865,1,Gujarat,0,3,18621.666666666668
Maruti Suzuki,Celerio,V,Hatchback,0,Petrol,96972,1,Maharashtra,1,10,9697.2
Kia,Seltos,GTX,SUV,1,Electric,115509,1,Kerala,0,6,19251.5
Maruti Suzuki,Celerio,V,Hatchback,0,CNG,13441,2,Maharashtra,0,11,1221.909090909091
Maruti Suzuki,Swift,Base,Sedan,1,Diesel,177137,3,Karnataka,1,15,11809.133333333333
Maruti Suzuki,Ignis,V,Hatchback,1,Petrol,117734,2,Telangana,0,8,14716.75
Tata,Tigor,XE,Sedan,0,Petrol,46664,1,Tamil Nadu,0,9,5184.888888888889
Hyundai,i10,Asta,Hatchback,0,Diesel,109850,3,Delhi,1,17,6461.764705882353
Maruti Suzuki,S-Presso,V,Hatchback,0,Petrol,81093,1,Maharashtra,0,7,11584.714285714286
BMW,5 Series,Sport,Luxury,0,Petrol,108282,2,Delhi,0,9,12031.333333333334
Hyundai,Venue,Era,SUV,0,Diesel,25344,1,Delhi,0,6,4224.0
Maruti Suzuki,Dzire,L,Sedan,1,Diesel,102698,1,Kerala,0,10,10269.8
Hyundai,Grand i10,Base,Hatchback,0,Diesel,104132,1,West Bengal,0,4,26033.0
Tata,Altroz,XT,Hatchback,0,Hybrid,117078,2,Delhi,0,3,39026.0
MG,ZS EV,Savvy,Luxury,1,Petrol,79441,1,Rajasthan,0,3,26480.333333333332
Maruti Suzuki,Dzire,V,Sedan,0,Petrol,70982,1,Karnataka,0,5,14196.4
Hyundai,Verna,SX(O),Sedan,0,Petrol,137642,2,Karnataka,0,6,22940.333333333332
Honda,City,ZX,Sedan,0,Petrol,117898,3,Gujarat,0,26,4534.538461538462
Hyundai,Creta,SX,SUV,0,Diesel,92903,1,Gujarat,0,10,9290.3
Maruti Suzuki,Baleno,Z,Hatchback,0,Petrol,20522,2,Gujarat,0,10,2052.2
Maruti Suzuki,WagonR,V,Hatchback,0,CNG,24717,1,Andhra Pradesh,0,9,2746.3333333333335
Maruti Suzuki,Dzire,V,Sedan,0,Petrol,60643,2,Delhi,0,3,20214.333333333332
Maruti Suzuki,Ertiga,V,MPV,0,Petrol,99244,3,Delhi,0,12,8270.333333333334
Maruti Suzuki,S-Presso,Base,Hatchback,0,Petrol,132917,1,Gujarat,1,5,26583.4
Renault,Kwid,RXZ,Hatchback,0,Petrol,35549,1,Haryana,1,11,3231.7272727272725
Maruti Suzuki,Ertiga,ZX,MPV,1,Petrol,153549,2,Maharashtra,0,9,17061.0
Hyundai,Aura,Magna,Sedan,0,Diesel,23715,1,Delhi,0,5,4743.0
Maruti Suzuki,Swift,Base,Sedan,0,Diesel,45318,2,Delhi,0,15,3021.2
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,25383,1,Kerala,0,6,4230.5
Hyundai,Grand i10,Magna,Hatchback,0,Diesel,142581,2,Goa,0,8,17822.625
Hyundai,i10,Era,Hatchback,0,Diesel,136940,2,Karnataka,0,15,9129.333333333334
Hyundai,Grand i10,Magna,Hatchback,0,Diesel,24992,1,Maharashtra,0,11,2272.0
Maruti Suzuki,S-Presso,Base,Hatchback,0,Petrol,76637,2,Maharashtra,0,5,15327.4
Maruti Suzuki,Celerio,ZX,Hatchback,0,Diesel,84184,2,Karnataka,0,7,12026.285714285714
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,70387,1,Delhi,0,4,17596.75
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,165375,2,Karnataka,0,5,33075.0
Maruti Suzuki,WagonR,L,Hatchback,1,Petrol,72874,1,Rajasthan,0,12,6072.833333333333
Volkswagen,Ameo,Trendline,Sedan,0,Petrol,39029,1,Delhi,0,6,6504.833333333333
Hyundai,i10,Base,Hatchback,0,Petrol,149921,2,Tamil Nadu,0,15,9994.733333333334
Hyundai,Grand i10,Sportz,Hatchback,0,Diesel,79832,1,Tamil Nadu,0,5,15966.4
BMW,5 Series,Luxury Line,Luxury,0,Petrol,34472,1,Uttar Pradesh,0,26,1325.8461538461538
Mahindra,TUV300,AX5,SUV,0,Diesel,136119,2,Karnataka,0,9,15124.333333333334
Honda,WR-V,VX,SUV,0,CNG,135947,1,Maharashtra,0,4,33986.75
Maruti Suzuki,WagonR,V,Hatchback,0,Diesel,166021,1,Delhi,0,6,27670.166666666668
Maruti Suzuki,Baleno,ZX,Hatchback,0,Petrol,142854,1,Tamil Nadu,0,4,35713.5
Maruti Suzuki,WagonR,L,Hatchback,0,Petrol,39384,2,Tamil Nadu,0,16,2461.5
Maruti Suzuki,Alto,Z,Hatchback,0,Petrol,47835,2,Telangana,0,26,1839.8076923076924
Maruti Suzuki,Alto,ZX,Hatchback,0,Petrol,144930,1,Tamil Nadu,0,10,14493.0
Ford,EcoSport,Trend,SUV,0,Petrol,66783,1,Maharashtra,1,11,6071.181818181818
Volkswagen,Ameo,GT,Sedan,0,Petrol,173379,2,Gujarat,0,9,19264.333333333332
Hyundai,i10,SX,Hatchback,0,Petrol,95950,3,Maharashtra,1,14,6853.571428571428
Maruti Suzuki,Swift,L,Sedan,0,Petrol,124781,3,Uttar Pradesh,0,20,6239.05
Maruti Suzuki,Celerio,ZX,Hatchback,0,Diesel,169388,1,Uttar Pradesh,0,3,56462.666666666664
Maruti Suzuki,Celerio,Z,Hatchback,1,Petrol,86091,1,Other UTs,0,7,12298.714285714286
Hyundai,Creta,Asta,SUV,0,Petrol,103102,1,Haryana,0,5,20620.4
Mahindra,XUV500,W4,SUV,1,Diesel,139365,2,Karnataka,0,10,13936.5
Hyundai,i20,Sportz,Hatchback,0,Petrol,57371,2,Uttar Pradesh,0,3,19123.666666666668
Maruti Suzuki,S-Presso,L,Hatchback,1,Petrol,20353,1,Delhi,1,7,2907.5714285714284
Hyundai,Aura,SX(O),Sedan,0,Petrol,34138,1,Rajasthan,0,4,8534.5
Hyundai,Creta,SX,SUV,1,Diesel,104138,1,Maharashtra,0,6,17356.333333333332
Hyundai,i10,SX,Hatchback,1,Diesel,112234,3,West Bengal,0,18,6235.222222222223
Maruti Suzuki,Celerio,ZX,Hatchback,0,Diesel,60073,1,Himachal Pradesh,1,6,10012.166666666666
Nissan,Terrano,XV Premium,SUV,0,Petrol,146851,2,Maharashtra,1,13,11296.23076923077
Mahindra,Thar,W11,SUV,0,Petrol,175845,2,Bihar,0,15,11723.0
Mahindra,Scorpio,AX3,SUV,0,Petrol,26443,1,Delhi,0,21,1259.1904761904761
Volkswagen,Polo,Highline,Hatchback,0,Diesel,63682,1,Maharashtra,0,15,4245.466666666666
Hyundai,i20,Sportz,Hatchback,0,CNG,140575,2,Uttar Pradesh,1,14,10041.07142857143
Hyundai,Venue,Sportz,SUV,0,Petrol,36016,2,Maharashtra,0,7,5145.142857142857
Maruti Suzuki,WagonR,L,Hatchback,1,Petrol,60997,1,Delhi,1,8,7624.625
Toyota,Innova,G+,MPV,0,Petrol,40601,1,North East,0,15,2706.733333333333
Maruti Suzuki,Baleno,Base,Hatchback,0,Petrol,97388,2,Karnataka,0,9,10820.888888888889
Toyota,Fortuner,ZX,SUV,0,CNG,122443,1,Kerala,0,5,24488.6
Maruti Suzuki,Ertiga,L,MPV,0,Diesel,37010,1,Delhi,0,11,3364.5454545454545
Mahindra,Thar,W4,SUV,0,Diesel,75471,1,Rajasthan,0,13,5805.461538461538
Maruti Suzuki,Dzire,Z,Sedan,1,Petrol,109034,2,Gujarat,0,7,15576.285714285714
Maruti Suzuki,Swift,V,Sedan,0,Petrol,178629,2,West Bengal,1,21,8506.142857142857
Maruti Suzuki,WagonR,Base,Hatchback,0,Diesel,71227,2,Punjab,1,3,23742.333333333332
Tata,Nexon,XZA,SUV,1,Petrol,59379,1,West Bengal,0,8,7422.375
Hyundai,Creta,Base,SUV,0,Petrol,142468,1,Delhi,0,9,15829.777777777777
Tata,Harrier,XZA+,SUV,0,Diesel,106239,2,Karnataka,0,3,35413.0
Maruti Suzuki,Ertiga,Z,MPV,0,Diesel,85462,3,Tamil Nadu,0,13,6574.0
Volkswagen,Ameo,Highline+,Sedan,0,Diesel,74485,1,Andhra Pradesh,0,6,12414.166666666666
Hyundai,Grand i10,Asta,Hatchback,0,CNG,172680,1,Kerala,0,11,15698.181818181818
Honda,Amaze,S,Sedan,0,Petrol,145323,1,Rajasthan,0,6,24220.5
Toyota,Etios,ZX,Sedan,0,Diesel,148726,2,Rajasthan,0,14,10623.285714285714
Tata,Altroz,XZ,Hatchback,0,CNG,151415,2,Maharashtra,0,4,37853.75
Hyundai,Creta,Sportz,SUV,0,Diesel,121699,1,Telangana,0,7,17385.571428571428
BMW,X3,Sport,Luxury,1,Diesel,80365,2,Delhi,0,12,6697.083333333333
Renault,Duster,RXE,SUV,1,Petrol,59656,1,Karnataka,0,4,14914.0
Kia,Sonet,HTE,SUV,0,Petrol,70355,1,Chhattisgarh,1,3,23451.666666666668
Hyundai,Venue,Era,SUV,1,Diesel,70887,1,Karnataka,0,4,17721.75
Mahindra,Scorpio,W10,SUV,0,Petrol,49028,2,Gujarat,1,21,2334.6666666666665
Maruti Suzuki,Ertiga,Z,MPV,1,Petrol,120201,3,West Bengal,0,14,8585.785714285714
Honda,Brio,E,Hatchback,0,Petrol,93997,1,Karnataka,0,8,11749.625
Tata,Tiago,XM,Hatchback,0,Diesel,163448,2,Gujarat,0,6,27241.333333333332
Nissan,Magnite,XL,SUV,0,Petrol,148553,2,Karnataka,0,5,29710.6
Maruti Suzuki,S-Presso,Base,Hatchback,0,Diesel,170603,1,Gujarat,1,5,34120.6
Hyundai,Venue,Asta,SUV,0,CNG,61132,1,Karnataka,0,6,10188.666666666666
Mahindra,Thar,W11,SUV,0,Petrol,87590,2,Rajasthan,0,9,9732.222222222223
Maruti Suzuki,S-Presso,Z,Hatchback,0,Diesel,134370,1,Karnataka,0,7,19195.714285714286
Mahindra,XUV500,W4,SUV,0,Diesel,117831,1,Gujarat,0,5,23566.2
Maruti Suzuki,Dzire,L,Sedan,0,Hybrid,99064,3,Telangana,0,17,5827.294117647059
Tata,Nexon,XZA,SUV,0,Hybrid,71980,1,Karnataka,0,8,8997.5
Toyota,Fortuner,G,SUV,0,Diesel,119277,2,Rajasthan,0,5,23855.4
Hyundai,Verna,Base,Sedan,1,CNG,176202,2,Gujarat,0,11,16018.363636363636
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,135628,2,North East,0,12,11302.333333333334
Toyota,Glanza,E,Hatchback,0,CNG,169490,1,Gujarat,0,4,42372.5
Maruti Suzuki,S-Presso,Z,Hatchback,0,Diesel,49937,2,Maharashtra,0,5,9987.4
Honda,City,E,Sedan,0,Petrol,115783,1,Karnataka,0,11,10525.727272727272
Volkswagen,Taigun,GT,SUV,0,CNG,165033,1,Chhattisgarh,0,5,33006.6
Honda,Brio,VX,Hatchback,0,Diesel,162540,3,Madhya Pradesh,0,14,11610.0
Hyundai,i10,SX(O),Hatchback,0,Petrol,26303,1,Karnataka,0,18,1461.2777777777778
Maruti Suzuki,Ignis,Base,Hatchback,1,Diesel,64753,1,Karnataka,0,7,9250.42857142857
Maruti Suzuki,Celerio,Z,Hatchback,0,Petrol,70377,1,West Bengal,0,6,11729.5
Toyota,Glanza,VX,Hatchback,0,Diesel,65561,1,Gujarat,0,6,10926.833333333334
Hyundai,i10,Sportz,Hatchback,0,Diesel,116580,2,Telangana,0,13,8967.692307692309
MG,Hector,Super,SUV,0,Diesel,84149,2,Telangana,0,7,12021.285714285714
Ford,Endeavour,Titanium,SUV,0,Petrol,103560,1,Tamil Nadu,0,7,14794.285714285714
Maruti Suzuki,Swift,Base,Sedan,0,CNG,136326,2,Punjab,0,21,6491.714285714285
Maruti Suzuki,Swift,V,Sedan,0,Petrol,97150,1,Maharashtra,0,3,32383.333333333332
Maruti Suzuki,S-Presso,Base,Hatchback,0,CNG,82716,1,Delhi,0,7,11816.57142857143
Maruti Suzuki,Baleno,Base,Hatchback,0,Diesel,44119,1,Gujarat,1,9,4902.111111111111
Hyundai,Verna,Sportz,Sedan,0,Petrol,120036,1,Delhi,0,10,12003.6
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,45773,2,Delhi,0,4,11443.25
Maruti Suzuki,Ertiga,V,MPV,0,Petrol,34514,1,Delhi,0,9,3834.8888888888887
Hyundai,Verna,Sportz,Sedan,0,Diesel,161729,2,Rajasthan,0,14,11552.07142857143
Honda,WR-V,V,SUV,0,Diesel,63589,1,Gujarat,0,4,15897.25
Honda,Brio,E,Hatchback,0,Petrol,145393,2,Tamil Nadu,0,14,10385.214285714286
Maruti Suzuki,Dzire,ZX,Sedan,0,Diesel,176589,1,Tamil Nadu,0,9,19621.0
Hyundai,i20,Asta,Hatchback,0,Petrol,178895,1,Telangana,0,10,17889.5
Toyota,Urban Cruiser,G,SUV,0,Petrol,12477,1,Maharashtra,0,5,2495.4
Hyundai,Verna,Base,Sedan,0,Diesel,178402,2,Delhi,0,5,35680.4
Hyundai,Creta,Era,SUV,0,Petrol,175116,1,Kerala,0,8,21889.5
Toyota,Fortuner,VX,SUV,1,Diesel,108376,1,Maharashtra,0,7,15482.285714285714
Tata,Harrier,XZA+,SUV,0,Diesel,70681,1,Karnataka,0,3,23560.333333333332
Ford,Endeavour,Trend,SUV,0,Petrol,170553,3,Delhi,0,14,12182.357142857143
Hyundai,Venue,Magna,SUV,0,Hybrid,164939,2,Delhi,1,7,23562.714285714286
Honda,Jazz,S,Sedan,0,Diesel,151542,1,Delhi,0,10,15154.2
Toyota,Etios,E,Sedan,1,CNG,124707,3,Maharashtra,0,16,7794.1875
Maruti Suzuki,WagonR,Z,Hatchback,0,Diesel,74214,1,Bihar,0,21,3534.0
Maruti Suzuki,Ignis,L,Hatchback,0,Petrol,136266,1,Karnataka,0,7,19466.571428571428
Maruti Suzuki,Dzire,Base,Sedan,0,Petrol,139148,1,Karnataka,0,3,46382.666666666664
Honda,Jazz,V,Sedan,0,Petrol,133187,1,Chhattisgarh,0,9,14798.555555555555
Maruti Suzuki,S-Presso,Base,Hatchback,1,Diesel,47543,2,Tamil Nadu,0,6,7923.833333333333
Maruti Suzuki,Ertiga,ZX,MPV,0,Petrol,138976,1,Bihar,0,5,27795.2
Maruti Suzuki,Swift,Base,Sedan,1,Diesel,142443,1,Maharashtra,0,10,14244.3
Hyundai,i20,Sportz,Hatchback,0,Petrol,160859,2,West Bengal,0,4,40214.75
Maruti Suzuki,Alto,L,Hatchback,0,Petrol,110521,1,Tamil Nadu,0,10,11052.1
Maruti Suzuki,WagonR,V,Hatchback,0,Electric,178119,3,Chhattisgarh,0,19,9374.684210526315
Maruti Suzuki,Swift,L,Sedan,0,Diesel,172363,3,West Bengal,0,14,12311.642857142857
Maruti Suzuki,Swift,Z,Sedan,0,Electric,95907,1,Maharashtra,0,7,13701.0
Jaguar,XF,Pure,Sedan,1,Diesel,160858,1,Assam,0,11,14623.454545454546
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,58137,2,Delhi,0,4,14534.25
Honda,WR-V,ZX,SUV,0,Petrol,26792,1,Maharashtra,0,4,6698.0
Tata,Tiago,XZA+,Hatchback,1,Petrol,141428,1,Kerala,0,7,20204.0
Maruti Suzuki,WagonR,Z,Hatchback,1,Petrol,114225,1,North East,0,4,28556.25
Hyundai,Venue,SX,SUV,0,Diesel,156141,2,Karnataka,0,4,39035.25
Maruti Suzuki,Ignis,V,Hatchback,0,Petrol,33358,1,Maharashtra,0,8,4169.75
Maruti Suzuki,Dzire,Base,Sedan,0,CNG,105644,1,Maharashtra,0,3,35214.666666666664
Maruti Suzuki,Alto,ZX,Hatchback,1,Petrol,104421,2,Uttar Pradesh,0,18,5801.166666666667
Tata,Tigor,XT,Sedan,1,CNG,141752,1,Karnataka,0,9,15750.222222222223
Maruti Suzuki,Celerio,Z,Hatchback,0,Diesel,25307,1,Delhi,0,12,2108.9166666666665
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,177416,2,Maharashtra,0,6,29569.333333333332
Maruti Suzuki,Ignis,Z,Hatchback,1,Diesel,104427,2,Karnataka,0,7,14918.142857142857
Hyundai,Creta,Asta,SUV,0,CNG,107082,1,Uttar Pradesh,0,9,11898.0
Maruti Suzuki,Ignis,Base,Hatchback,0,Petrol,22027,1,Delhi,0,4,5506.75
Volkswagen,Ameo,Highline,Sedan,0,Diesel,158909,1,Delhi,0,6,26484.833333333332
Tata,Tiago,XM,Hatchback,0,Petrol,151905,2,Uttar Pradesh,0,3,50635.0
Tata,Nexon,XT,SUV,0,Diesel,57312,2,Karnataka,1,6,9552.0
Maruti Suzuki,Dzire,Base,Sedan,0,CNG,95924,3,Jammu & Kashmir,0,17,5642.588235294118
Toyota,Etios,E,Sedan,0,Diesel,78137,2,Assam,0,10,7813.7
Hyundai,Grand i10,Magna,Hatchback,1,CNG,125766,1,Madhya Pradesh,0,3,41922.0
Hyundai,Venue,Era,SUV,0,Petrol,50659,1,Tamil Nadu,0,6,8443.166666666666
Maruti Suzuki,Swift,Z,Sedan,0,CNG,13426,1,Maharashtra,0,5,2685.2
Hyundai,i20,Magna,Hatchback,0,Petrol,59224,1,Rajasthan,0,3,19741.333333333332
Maruti Suzuki,Alto,L,Hatchback,0,Diesel,69857,2,Karnataka,0,5,13971.4
Toyota,Urban Cruiser,G,SUV,0,Petrol,132408,2,Delhi,0,6,22068.0
Maruti Suzuki,Baleno,Base,Hatchback,0,Diesel,160204,2,Delhi,0,8,20025.5
Volkswagen,Polo,Highline+,Hatchback,0,Diesel,32747,1,Telangana,0,15,2183.133333333333
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,95966,1,Maharashtra,0,6,15994.333333333334
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Petrol,39999,1,Bihar,0,7,5714.142857142857
Ford,Aspire,Trend,Sedan,0,Petrol,122471,1,Telangana,0,11,11133.727272727272
Hyundai,Verna,Era,Sedan,1,Petrol,128334,2,Uttar Pradesh,0,19,6754.421052631579
Tata,Altroz,XZ,Hatchback,0,Petrol,160199,2,Delhi,0,3,53399.666666666664
Chevrolet,Sail,Base,Sedan,0,Diesel,16359,1,Kerala,0,11,1487.1818181818182
Maruti Suzuki,Baleno,ZX,Hatchback,0,Diesel,94056,2,Gujarat,0,8,11757.0
Maruti Suzuki,WagonR,Z,Hatchback,0,CNG,113884,1,Tamil Nadu,0,10,11388.4
Hyundai,Grand i10,Base,Hatchback,0,Diesel,106897,2,Maharashtra,0,7,15271.0
Tata,Harrier,XZA+,SUV,0,Petrol,85047,2,Maharashtra,0,7,12149.57142857143
Maruti Suzuki,Baleno,L,Hatchback,0,Petrol,164101,1,Maharashtra,0,5,32820.2
Nissan,Terrano,XL,SUV,0,Petrol,130758,1,Telangana,0,11,11887.09090909091
Ford,Aspire,Titanium,Sedan,0,Diesel,115095,1,Karnataka,0,5,23019.0
Maruti Suzuki,Ignis,ZX,Hatchback,0,Diesel,50587,1,Gujarat,0,8,6323.375
Maruti Suzuki,Swift,L,Sedan,0,Petrol,114301,2,Gujarat,0,18,6350.055555555556
Honda,Jazz,VX,Sedan,0,Petrol,96178,2,Andhra Pradesh,1,12,8014.833333333333
Skoda,Octavia,Active,Sedan,0,CNG,24111,1,Odisha,1,6,4018.5
Hyundai,i10,Sportz,Hatchback,0,Petrol,115721,2,Gujarat,0,18,6428.944444444444
Maruti Suzuki,Baleno,ZX,Hatchback,0,Diesel,139069,2,Delhi,0,9,15452.111111111111
Volkswagen,Taigun,Trendline,SUV,0,Petrol,171358,2,Kerala,1,5,34271.6
